,date,yrMnth,dayOW,account,company,companyCode,cost,spenInc,category.unique,subcategory.unique
5372,2/27/2018,Feb-18,Tue,Credit,,,-179,Spend,Multi-Store,Macy
5373,3/1/2018,Mar-18,Thu,Credit,,,232.14,Inc,Multi-Store,Macy
5374,3/7/2018,Mar-18,Wed,Credit,,,388,Inc,Multi-Store,Macy
5375,3/13/2018,Mar-18,Tue,Credit,,,179,Inc,Multi-Store,Macy
5376,3/29/2018,Mar-18,Thu,Amex,,,-20.51,Spend,Multi-Store,Macy
5377,5/13/2018,May-18,Sun,Amex,,,-137.27,Spend,Multi-Store,Macy
5378,5/23/2018,May-18,Wed,Amex,,,-71.02,Spend,Multi-Store,Macy
5379,8/7/2018,Aug-18,Tue,Amex,,,-100,Spend,Multi-Store,Macy
5380,8/25/2018,Aug-18,Sat,Amex,,,-7.99,Spend,Multi-Store,Macy
5381,9/29/2018,Sep-18,Sat,Amex,,,-39.22,Spend,Multi-Store,Macy
5382,11/6/2018,Nov-18,Tue,Amex,,,-70.34,Spend,Multi-Store,Macy
5383,11/12/2018,Nov-18,Mon,Amex,,,-55.39,Spend,Multi-Store,Macy
5384,11/12/2018,Nov-18,Mon,Amex,,,70.34,Inc,Multi-Store,Macy
5385,11/20/2018,Nov-18,Tue,Amex,,,-27,Spend,Multi-Store,Macy
5386,11/20/2018,Nov-18,Tue,Amex,,,29.6,Inc,Multi-Store,Macy
5387,12/6/2018,Dec-18,Thu,Amex,,,-26.58,Spend,Multi-Store,Macy
5388,12/11/2018,Dec-18,Tue,Amex,,,-34.11,Spend,Multi-Store,Macy
5389,12/20/2018,Dec-18,Thu,Amex,,,-30.19,Spend,Multi-Store,Macy
5390,12/31/2018,Dec-18,Mon,Amex,,,-79.99,Spend,Multi-Store,Macy
5391,12/31/2018,Dec-18,Mon,Amex,,,-109.99,Spend,Multi-Store,Macy
5392,1/6/2019,Jan-19,Sun,Amex,,,189.98,Inc,Multi-Store,Macy
5393,1/11/2019,Jan-19,Fri,Credit,,,-279,Spend,Multi-Store,Macy
5394,1/25/2019,Jan-19,Fri,Credit,,,279,Inc,Multi-Store,Macy
5395,4/20/2019,Apr-19,Sat,Amex,,,-54.38,Spend,Multi-Store,Macy
5396,4/20/2019,Apr-19,Sat,Amex,,,-12,Spend,Multi-Store,Macy
5397,4/22/2019,Apr-19,Mon,Amex,,,-16.32,Spend,Multi-Store,Macy
5398,4/23/2019,Apr-19,Tue,Amex,,,-30,Spend,Multi-Store,Macy
5399,5/12/2019,May-19,Sun,Amex,,,-112.39,Spend,Multi-Store,Macy
5400,5/21/2019,May-19,Tue,Amex,,,-35.99,Spend,Multi-Store,Macy
5401,5/21/2019,May-19,Tue,Amex,,,85.46,Inc,Multi-Store,Macy
5402,7/19/2019,Jul-19,Fri,Amex,,,35.99,Inc,Multi-Store,Macy
5403,8/4/2019,Aug-19,Sun,Amex,,,-34.97,Spend,Multi-Store,Macy
5404,8/11/2019,Aug-19,Sun,Amex,,,-152.93,Spend,Multi-Store,Macy
5405,8/28/2019,Aug-19,Wed,Amex,,,-19.46,Spend,Multi-Store,Macy
5406,9/11/2019,Sep-19,Wed,Amex,,,-45.28,Spend,Multi-Store,Macy
5407,9/11/2019,Sep-19,Wed,Amex,,,-19.48,Spend,Multi-Store,Macy
5408,10/3/2019,Oct-19,Thu,Amex_CredCard,,,-74,Spend,Multi-Store,Macy
5409,10/6/2019,Oct-19,Sun,Amex_CredCard,,,-30.52,Spend,Multi-Store,Macy
5410,10/7/2019,Oct-19,Mon,Amex_CredCard,,,-209.55,Spend,Multi-Store,Macy
5411,10/15/2019,Oct-19,Tue,Amex_CredCard,,,-306.84,Spend,Multi-Store,Macy
5412,10/15/2019,Oct-19,Tue,Amex_CredCard,,,209.55,Inc,Multi-Store,Macy
5413,10/15/2019,Oct-19,Tue,Amex_CredCard,,,73.18,Inc,Multi-Store,Macy
5414,10/15/2019,Oct-19,Tue,Amex_CredCard,,,30.52,Inc,Multi-Store,Macy
5415,11/4/2019,Nov-19,Mon,Amex_CredCard,,,-188.4,Spend,Multi-Store,Macy
5416,11/4/2019,Nov-19,Mon,Amex_CredCard,,,306.84,Inc,Multi-Store,Macy
5417,11/6/2019,Nov-19,Wed,Amex_CredCard,,,-182.05,Spend,Multi-Store,Macy
5418,11/6/2019,Nov-19,Wed,Amex_CredCard,,,-47.32,Spend,Multi-Store,Macy
5419,11/6/2019,Nov-19,Wed,Amex_CredCard,,,-82.34,Spend,Multi-Store,Macy
5420,11/6/2019,Nov-19,Wed,Amex_CredCard,,,-120.15,Spend,Multi-Store,Macy
5421,11/21/2019,Nov-19,Thu,Amex_CredCard,,,259.94,Inc,Multi-Store,Macy
5422,11/21/2019,Nov-19,Thu,Amex_CredCard,,,120.15,Inc,Multi-Store,Macy
5423,11/21/2019,Nov-19,Thu,Amex_CredCard,,,82.34,Inc,Multi-Store,Macy
5424,12/15/2019,Dec-19,Sun,Amex_CredCard,,,-147.42,Spend,Multi-Store,Macy
5425,12/21/2019,Dec-19,Sat,Amex_CredCard,,,-85.85,Spend,Multi-Store,Macy
5426,12/30/2019,Dec-19,Mon,Amex_CredCard,,,-134.26,Spend,Multi-Store,Macy
5427,12/30/2019,Dec-19,Mon,Amex_CredCard,,,-84.25,Spend,Multi-Store,Macy
5428,12/30/2019,Dec-19,Mon,Amex_CredCard,,,-12.56,Spend,Multi-Store,Macy
5429,12/30/2019,Dec-19,Mon,Amex_CredCard,,,-35.79,Spend,Multi-Store,Macy
5430,12/31/2019,Dec-19,Tue,Amex_CredCard,,,-89.51,Spend,Multi-Store,Macy
5431,1/8/2020,Jan-20,Wed,Amex_CredCard,,,-22.65,Spend,Multi-Store,Macy
5432,1/8/2020,Jan-20,Wed,Amex_CredCard,,,91.39,Inc,Multi-Store,Macy
5433,1/8/2020,Jan-20,Wed,Amex_CredCard,,,35.79,Inc,Multi-Store,Macy
5434,1/18/2020,Jan-20,Sat,Amex,,,-55,Spend,Multi-Store,Macy
5435,1/18/2020,Jan-20,Sat,Amex,,,-277.47,Spend,Multi-Store,Macy
5436,1/18/2020,Jan-20,Sat,Amex,,,-84.32,Spend,Multi-Store,Macy
5437,1/18/2020,Jan-20,Sat,Amex,,,-52.65,Spend,Multi-Store,Macy
5438,1/18/2020,Jan-20,Sat,Amex_CredCard,,,82.76,Inc,Multi-Store,Macy
5439,1/21/2020,Jan-20,Tue,Amex,,,-40.01,Spend,Multi-Store,Macy
5440,2/4/2020,Feb-20,Tue,Amex_CredCard,,,-52.65,Spend,Multi-Store,Macy
5441,2/26/2020,Feb-20,Wed,Amex_CredCard,,,-95.3,Spend,Multi-Store,Macy
5442,2/26/2020,Feb-20,Wed,Amex_CredCard,,,-45.28,Spend,Multi-Store,Macy
5443,2/27/2020,Feb-20,Thu,Amex_CredCard,,,-131.2,Spend,Multi-Store,Macy
5444,2/28/2020,Feb-20,Fri,Amex_CredCard,,,-138.58,Spend,Multi-Store,Macy
5445,3/9/2020,Mar-20,Mon,Amex,,,-45,Spend,Multi-Store,Macy
5446,3/10/2020,Mar-20,Tue,Amex_CredCard,,,269.78,Inc,Multi-Store,Macy
5447,3/10/2020,Mar-20,Tue,Amex_CredCard,,,12.56,Inc,Multi-Store,Macy
5448,4/1/2020,Apr-20,Wed,Amex_CredCard,,,-141.09,Spend,Multi-Store,Macy
5449,8/13/2020,Aug-20,Thu,Credit,,,-82.5,Spend,Multi-Store,Macy
5450,9/19/2020,Sep-20,Sat,Credit,,,-31.57,Spend,Multi-Store,Macy
5451,3/3/2017,Mar-17,Fri,Amex,,,-56.69,Spend,Multi-Store,Marshalls
5452,5/24/2017,May-17,Wed,Amex,,,-59.87,Spend,Multi-Store,Marshalls
5453,6/10/2017,Jun-17,Sat,Amex,,,-57.75,Spend,Multi-Store,Marshalls
5454,7/18/2017,Jul-17,Tue,Amex,,,-24.19,Spend,Multi-Store,Marshalls
5455,8/11/2017,Aug-17,Fri,Amex,,,-26.74,Spend,Multi-Store,Marshalls
5456,11/21/2017,Nov-17,Tue,Amex,,,-4.27,Spend,Multi-Store,Marshalls
5457,2/5/2018,Feb-18,Mon,Checking,,,-28.59,Spend,Multi-Store,Marshalls
5458,2/22/2018,Feb-18,Thu,Amex,,,-93.35,Spend,Multi-Store,Marshalls
5459,3/16/2018,Mar-18,Fri,Amex,,,-110.3,Spend,Multi-Store,Marshalls
5460,3/19/2018,Mar-18,Mon,Amex,,,66.87,Inc,Multi-Store,Marshalls
5461,4/6/2018,Apr-18,Fri,Credit,,,-78.46,Spend,Multi-Store,Marshalls
5462,4/7/2018,Apr-18,Sat,Credit,,,-529.99,Spend,Multi-Store,Marshalls
5463,4/20/2018,Apr-18,Fri,Amex,,,-59.94,Spend,Multi-Store,Marshalls
5464,4/20/2018,Apr-18,Fri,Amex,,,29.98,Inc,Multi-Store,Marshalls
5465,5/17/2018,May-18,Thu,Amex,,,-33.87,Spend,Multi-Store,Marshalls
5466,8/1/2018,Aug-18,Wed,Amex,,,-28.96,Spend,Multi-Store,Marshalls
5467,10/2/2018,Oct-18,Tue,Amex,,,-107.19,Spend,Multi-Store,Marshalls
5468,10/31/2018,Oct-18,Wed,Amex,,,-56.31,Spend,Multi-Store,Marshalls
5469,11/6/2018,Nov-18,Tue,Amex,,,32.99,Inc,Multi-Store,Marshalls
5470,11/9/2018,Nov-18,Fri,Credit,,,-29.99,Spend,Multi-Store,Marshalls
5471,11/13/2018,Nov-18,Tue,Credit,,,29.99,Inc,Multi-Store,Marshalls
5472,11/29/2018,Nov-18,Thu,Amex,,,-50.17,Spend,Multi-Store,Marshalls
5473,12/6/2018,Dec-18,Thu,Amex,,,19.99,Inc,Multi-Store,Marshalls
5474,1/12/2019,Jan-19,Sat,Amex,,,-32,Spend,Multi-Store,Marshalls
5475,2/14/2019,Feb-19,Thu,Credit,,,-189.45,Spend,Multi-Store,Marshalls
5476,2/27/2019,Feb-19,Wed,Amex,,,-19.98,Spend,Multi-Store,Marshalls
5477,2/27/2019,Feb-19,Wed,Credit,,,-31.78,Spend,Multi-Store,Marshalls
5478,3/9/2019,Mar-19,Sat,Credit,,,-144.14,Spend,Multi-Store,Marshalls
5479,4/1/2019,Apr-19,Mon,Credit,,,95.38,Inc,Multi-Store,Marshalls
5480,4/12/2019,Apr-19,Fri,Amex,,,-49.04,Spend,Multi-Store,Marshalls
5481,4/13/2019,Apr-19,Sat,Amex,,,49.97,Inc,Multi-Store,Marshalls
5482,4/13/2019,Apr-19,Sat,Amex,,,-102.74,Spend,Multi-Store,Marshalls
5483,4/14/2019,Apr-19,Sun,Credit,,,107.02,Inc,Multi-Store,Marshalls
5484,7/21/2019,Jul-19,Sun,Amex,,,-110.96,Spend,Multi-Store,Marshalls
5485,7/23/2019,Jul-19,Tue,Amex,,,-41.32,Spend,Multi-Store,Marshalls
5486,8/3/2019,Aug-19,Sat,Amex,,,-18.91,Spend,Multi-Store,Marshalls
5487,8/3/2019,Aug-19,Sat,Amex,,,68.98,Inc,Multi-Store,Marshalls
5488,9/12/2019,Sep-19,Thu,Amex_CredCard,,,-129.47,Spend,Multi-Store,Marshalls
5489,6/28/2020,Jun-20,Sun,Credit,,,-166.3,Spend,Multi-Store,Marshalls
5490,1/12/2017,Jan-17,Thu,Amex,,,-50.51,Spend,Multi-Store,Michaels
5491,1/28/2017,Jan-17,Sat,Amex,,,-19.3,Spend,Multi-Store,Michaels
5492,1/29/2017,Jan-17,Sun,Amex,,,9.72,Inc,Multi-Store,Michaels
5493,2/26/2017,Feb-17,Sun,Amex,,,-7.25,Spend,Multi-Store,Michaels
5494,8/4/2017,Aug-17,Fri,Amex,,,-28.69,Spend,Multi-Store,Michaels
5495,11/26/2017,Nov-17,Sun,Amex,,,-39.54,Spend,Multi-Store,Michaels
5496,2/12/2018,Feb-18,Mon,Amex,,,-7.41,Spend,Multi-Store,Michaels
5497,3/23/2018,Mar-18,Fri,Amex,,,-23.83,Spend,Multi-Store,Michaels
5498,4/6/2018,Apr-18,Fri,Amex,,,-20.35,Spend,Multi-Store,Michaels
5499,2/7/2019,Feb-19,Thu,Amex,,,-34.23,Spend,Multi-Store,Michaels
5500,1/10/2017,Jan-17,Tue,Amex,,,-13.16,Spend,Multi-Store,Miscellaneous
5501,1/16/2017,Jan-17,Mon,Amex,,,46.14,Inc,Multi-Store,Miscellaneous
5502,2/4/2017,Feb-17,Sat,Amex,,,-17.08,Spend,Multi-Store,Miscellaneous
5503,2/9/2017,Feb-17,Thu,Amex,,,-24.79,Spend,Multi-Store,Miscellaneous
5504,2/22/2017,Feb-17,Wed,Amex,,,-26.25,Spend,Multi-Store,Miscellaneous
5505,2/26/2017,Feb-17,Sun,Amex,,,-64.01,Spend,Multi-Store,Miscellaneous
5506,3/15/2017,Mar-17,Wed,Amex,,,-60.35,Spend,Multi-Store,Miscellaneous
5507,3/18/2017,Mar-17,Sat,Amex,,,-19.08,Spend,Multi-Store,Miscellaneous
5508,3/18/2017,Mar-17,Sat,Amex,,,-50.88,Spend,Multi-Store,Miscellaneous
5509,4/12/2017,Apr-17,Wed,Amex,,,-50.25,Spend,Multi-Store,Miscellaneous
5510,4/13/2017,Apr-17,Thu,Amex,,,30.92,Inc,Multi-Store,Miscellaneous
5511,4/13/2017,Apr-17,Thu,Amex,,,-75.93,Spend,Multi-Store,Miscellaneous
5512,4/19/2017,Apr-17,Wed,Amex,,,13.9,Inc,Multi-Store,Miscellaneous
5513,4/28/2017,Apr-17,Fri,Credit,,,-889,Spend,Multi-Store,Miscellaneous
5514,5/3/2017,May-17,Wed,Amex,,,-15.74,Spend,Multi-Store,Miscellaneous
5515,5/5/2017,May-17,Fri,Amex,,,-11.99,Spend,Multi-Store,Miscellaneous
5516,5/8/2017,May-17,Mon,Amex,,,-14.19,Spend,Multi-Store,Miscellaneous
5517,5/18/2017,May-17,Thu,Amex,,,-116.59,Spend,Multi-Store,Miscellaneous
5518,5/20/2017,May-17,Sat,Amex,,,-42.8,Spend,Multi-Store,Miscellaneous
5519,5/22/2017,May-17,Mon,Amex,,,-358.88,Spend,Multi-Store,Miscellaneous
5520,5/27/2017,May-17,Sat,Amex,,,-57.76,Spend,Multi-Store,Miscellaneous
5521,5/31/2017,May-17,Wed,Amex,,,-36.96,Spend,Multi-Store,Miscellaneous
5522,6/10/2017,Jun-17,Sat,Amex,,,-96.29,Spend,Multi-Store,Miscellaneous
5523,6/10/2017,Jun-17,Sat,Amex,,,-8.55,Spend,Multi-Store,Miscellaneous
5524,6/10/2017,Jun-17,Sat,Amex,,,-511.93,Spend,Multi-Store,Miscellaneous
5525,8/19/2017,Aug-17,Sat,Amex,,,-9.2,Spend,Multi-Store,Miscellaneous
5526,9/11/2017,Sep-17,Mon,Checking,,,-67.49,Spend,Multi-Store,Miscellaneous
5527,10/2/2017,Oct-17,Mon,Amex,,,-78.98,Spend,Multi-Store,Miscellaneous
5528,1/3/2018,Jan-18,Wed,Amex,,,-50.09,Spend,Multi-Store,Miscellaneous
5529,1/5/2018,Jan-18,Fri,Amex,,,29.95,Inc,Multi-Store,Miscellaneous
5530,1/28/2018,Jan-18,Sun,Amex,,,-8.55,Spend,Multi-Store,Miscellaneous
5531,8/21/2018,Aug-18,Tue,Amex,,,-19.8,Spend,Multi-Store,Miscellaneous
5532,8/22/2018,Aug-18,Wed,Amex,,,-77.33,Spend,Multi-Store,Miscellaneous
5533,6/11/2019,Jun-19,Tue,Amex,,,-736.05,Spend,Multi-Store,Miscellaneous
5534,10/23/2019,Oct-19,Wed,Amex_CredCard,,,-5.09,Spend,Multi-Store,NEXMCEX
5535,10/23/2019,Oct-19,Wed,Amex_CredCard,,,-223.74,Spend,Multi-Store,NEXMCEX
5536,10/24/2019,Oct-19,Thu,Amex_CredCard,,,-94.95,Spend,Multi-Store,NEXMCEX
5537,12/1/2019,Dec-19,Sun,Amex_CredCard,,,-131.83,Spend,Multi-Store,NEXMCEX
5538,12/2/2019,Dec-19,Mon,Amex_CredCard,,,-402.36,Spend,Multi-Store,NEXMCEX
5539,1/4/2020,Jan-20,Sat,Amex_CredCard,,,399.98,Inc,Multi-Store,NEXMCEX
5540,1/4/2020,Jan-20,Sat,Amex,,,-87.85,Spend,Multi-Store,NEXMCEX
5541,1/4/2020,Jan-20,Sat,Amex,,,-46.68,Spend,Multi-Store,NEXMCEX
5542,2/7/2020,Feb-20,Fri,Amex,,,-36.95,Spend,Multi-Store,NEXMCEX
5543,2/17/2020,Feb-20,Mon,Amex,,,-22.04,Spend,Multi-Store,NEXMCEX
5544,7/10/2020,Jul-20,Fri,Amex,,,-591.59,Spend,Multi-Store,NEXMCEX
5545,7/11/2020,Jul-20,Sat,Amex,,,-23.69,Spend,Multi-Store,NEXMCEX
5546,7/11/2020,Jul-20,Sat,Amex,,,-246.92,Spend,Multi-Store,NEXMCEX
5547,8/1/2020,Aug-20,Sat,Amex,,,-85.88,Spend,Multi-Store,NEXMCEX
5548,8/1/2020,Aug-20,Sat,Amex,,,9.82,Inc,Multi-Store,NEXMCEX
5549,8/1/2020,Aug-20,Sat,Amex,,,97.96,Inc,Multi-Store,NEXMCEX
5550,8/22/2020,Aug-20,Sat,Credit,,,-10.97,Spend,Multi-Store,NEXMCEX
5551,8/24/2020,Aug-20,Mon,Credit,,,-108.94,Spend,Multi-Store,NEXMCEX
5552,4/22/2017,Apr-17,Sat,Amex,,,-197.75,Spend,Multi-Store,Nordstrom
5553,4/22/2017,Apr-17,Sat,Amex,,,112.25,Inc,Multi-Store,Nordstrom
5554,4/25/2017,Apr-17,Tue,Credit,,,-42,Spend,Multi-Store,Nordstrom
5555,9/17/2017,Sep-17,Sun,Credit,,,-32.07,Spend,Multi-Store,Nordstrom
5556,10/21/2017,Oct-17,Sat,Amex,,,-109.27,Spend,Multi-Store,Nordstrom
5557,11/8/2017,Nov-17,Wed,Amex,,,-45.4,Spend,Multi-Store,Nordstrom
5558,11/30/2017,Nov-17,Thu,Credit,,,-168.55,Spend,Multi-Store,Nordstrom
5559,12/11/2017,Dec-17,Mon,Credit,,,-83.36,Spend,Multi-Store,Nordstrom
5560,12/12/2017,Dec-17,Tue,Credit,,,117.67,Inc,Multi-Store,Nordstrom
5561,12/15/2017,Dec-17,Fri,Credit,,,54.5,Inc,Multi-Store,Nordstrom
5562,12/28/2017,Dec-17,Thu,Amex,,,-32.06,Spend,Multi-Store,Nordstrom
5563,1/4/2018,Jan-18,Thu,Amex,,,-68.48,Spend,Multi-Store,Nordstrom
5564,1/6/2018,Jan-18,Sat,Amex,,,64.12,Inc,Multi-Store,Nordstrom
5565,2/19/2018,Feb-18,Mon,Credit,,,-284.08,Spend,Multi-Store,Nordstrom
5566,2/22/2018,Feb-18,Thu,Credit,,,-265,Spend,Multi-Store,Nordstrom
5567,3/3/2018,Mar-18,Sat,Credit,,,-178.08,Spend,Multi-Store,Nordstrom
5568,3/3/2018,Mar-18,Sat,Credit,,,-358.28,Spend,Multi-Store,Nordstrom
5569,3/3/2018,Mar-18,Sat,Credit,,,-358.28,Spend,Multi-Store,Nordstrom
5570,3/6/2018,Mar-18,Tue,Credit,,,265,Inc,Multi-Store,Nordstrom
5571,3/6/2018,Mar-18,Tue,Credit,,,284.08,Inc,Multi-Store,Nordstrom
5572,3/13/2018,Mar-18,Tue,Credit,,,716.56,Inc,Multi-Store,Nordstrom
5573,3/14/2018,Mar-18,Wed,Credit,,,178.08,Inc,Multi-Store,Nordstrom
5574,5/2/2018,May-18,Wed,Credit,,,-79,Spend,Multi-Store,Nordstrom
5575,7/9/2018,Jul-18,Mon,Amex,,,-93.28,Spend,Multi-Store,Nordstrom
5576,7/17/2018,Jul-18,Tue,Amex,,,93.28,Inc,Multi-Store,Nordstrom
5577,11/26/2018,Nov-18,Mon,Amex,,,-100.7,Spend,Multi-Store,Nordstrom
5578,1/5/2019,Jan-19,Sat,Amex,,,-99,Spend,Multi-Store,Nordstrom
5579,1/7/2019,Jan-19,Mon,Amex,,,-22.26,Spend,Multi-Store,Nordstrom
5580,1/14/2019,Jan-19,Mon,Amex,,,100.7,Inc,Multi-Store,Nordstrom
5581,3/14/2019,Mar-19,Thu,Amex,,,-42.93,Spend,Multi-Store,Nordstrom
5582,4/2/2019,Apr-19,Tue,Amex,,,-70,Spend,Multi-Store,Nordstrom
5583,10/7/2019,Oct-19,Mon,Amex_CredCard,,,-228.5,Spend,Multi-Store,Nordstrom
5584,10/7/2019,Oct-19,Mon,Amex_CredCard,,,-83.13,Spend,Multi-Store,Nordstrom
5585,10/21/2019,Oct-19,Mon,Amex_CredCard,,,228.5,Inc,Multi-Store,Nordstrom
5586,10/21/2019,Oct-19,Mon,Amex_CredCard,,,83.13,Inc,Multi-Store,Nordstrom
5587,12/30/2019,Dec-19,Mon,Amex_CredCard,,,-37.89,Spend,Multi-Store,Nordstrom
5588,12/30/2019,Dec-19,Mon,Amex_CredCard,,,-116.88,Spend,Multi-Store,Nordstrom
5589,12/31/2019,Dec-19,Tue,Amex_CredCard,,,-37.89,Spend,Multi-Store,Nordstrom
5590,1/8/2020,Jan-20,Wed,Amex_CredCard,,,116.88,Inc,Multi-Store,Nordstrom
5591,1/8/2020,Jan-20,Wed,Amex_CredCard,,,-69.48,Spend,Multi-Store,Nordstrom
5592,7/20/2020,Jul-20,Mon,Amex,,,-34.94,Spend,Multi-Store,Nordstrom
5593,7/15/2019,Jul-19,Mon,Amex,,,-11.57,Spend,Multi-Store,OldNavy
5594,10/4/2019,Oct-19,Fri,Amex_CredCard,,,17.44,Inc,Multi-Store,OldNavy
5595,11/5/2019,Nov-19,Tue,Amex_CredCard,,,-105.3,Spend,Multi-Store,OldNavy
5596,11/6/2019,Nov-19,Wed,Amex_CredCard,,,-38.94,Spend,Multi-Store,OldNavy
5597,11/16/2019,Nov-19,Sat,Amex_CredCard,,,46.33,Inc,Multi-Store,OldNavy
5598,11/17/2019,Nov-19,Sun,Amex_CredCard,,,12.64,Inc,Multi-Store,OldNavy
5599,12/15/2019,Dec-19,Sun,Amex_CredCard,,,-65.22,Spend,Multi-Store,OldNavy
5600,1/9/2020,Jan-20,Thu,Amex_CredCard,,,40.29,Inc,Multi-Store,OldNavy
5601,9/19/2020,Sep-20,Sat,Credit,,,-95.33,Spend,Multi-Store,OldNavy
5602,9/22/2020,Sep-20,Tue,Checking,,,-42.64,Spend,Multi-Store,OldNavy
5603,9/23/2020,Sep-20,Wed,Credit,,,54.44,Inc,Multi-Store,OldNavy
5604,9/26/2020,Sep-20,Sat,Credit,,,-10.96,Spend,Multi-Store,OldNavy
5605,6/10/2017,Jun-17,Sat,Amex,,,-85.4,Spend,Multi-Store,OldTimePottery
5606,10/5/2017,Oct-17,Thu,Amex,,,-95.99,Spend,Multi-Store,OldTimePottery
5607,6/30/2018,Jun-18,Sat,Amex,,,-17.17,Spend,Multi-Store,Olles
5608,7/21/2018,Jul-18,Sat,Amex,,,-109,Spend,Multi-Store,Olles
5609,2/23/2019,Feb-19,Sat,Amex,,,-52.89,Spend,Multi-Store,Olles
5610,3/1/2017,Mar-17,Wed,Amex,,,-11.75,Spend,Multi-Store,PartyCity
5611,9/19/2017,Sep-17,Tue,Amex,,,-29.67,Spend,Multi-Store,PartyCity
5612,4/23/2018,Apr-18,Mon,Amex,,,-38.32,Spend,Multi-Store,PartyCity
5613,9/20/2018,Sep-18,Thu,Amex,,,-4.22,Spend,Multi-Store,PartyCity
5614,11/5/2018,Nov-18,Mon,Amex,,,-18.01,Spend,Multi-Store,PartyCity
5615,1/31/2019,Jan-19,Thu,Amex,,,-19.03,Spend,Multi-Store,PartyCity
5616,2/6/2019,Feb-19,Wed,Amex,,,11.63,Inc,Multi-Store,PartyCity
5617,2/7/2019,Feb-19,Thu,Amex,,,-33.88,Spend,Multi-Store,PierOne
5618,4/23/2019,Apr-19,Tue,Amex,,,33.88,Inc,Multi-Store,PierOne
5619,6/17/2019,Jun-19,Mon,Credit,,,-434.88,Spend,Multi-Store,PierOne
5620,6/17/2019,Jun-19,Mon,Credit,,,-758.15,Spend,Multi-Store,PierOne
5621,7/5/2019,Jul-19,Fri,Amex,,,-87.24,Spend,Multi-Store,PierOne
5622,7/6/2019,Jul-19,Sat,Credit,,,-167.82,Spend,Multi-Store,PierOne
5623,7/6/2019,Jul-19,Sat,Amex,,,-123.15,Spend,Multi-Store,PierOne
5624,8/5/2019,Aug-19,Mon,Credit,,,167.82,Inc,Multi-Store,PierOne
5625,8/16/2019,Aug-19,Fri,Amex_CredCard,,,-150.55,Spend,Multi-Store,PierOne
5626,7/10/2017,Jul-17,Mon,Amex,,,-87.1,Spend,Multi-Store,PotteryBarn
5627,10/11/2019,Oct-19,Fri,Amex,,,-63.16,Spend,Multi-Store,RackRoom
5628,6/23/2020,Jun-20,Tue,Amex,,,-90.95,Spend,Multi-Store,RackRoom
5629,6/30/2020,Jun-20,Tue,Amex,,,50.22,Inc,Multi-Store,RackRoom
5630,6/17/2018,Jun-18,Sun,Amex,,,-24.81,Spend,Multi-Store,RiteAid
5631,7/18/2018,Jul-18,Wed,Amex,,,-22.03,Spend,Multi-Store,RiteAid
5632,8/28/2018,Aug-18,Tue,Amex,,,-17.65,Spend,Multi-Store,RiteAid
5633,8/28/2018,Aug-18,Tue,Amex,,,-82.96,Spend,Multi-Store,RiteAid
5634,9/30/2018,Sep-18,Sun,Amex,,,-17.42,Spend,Multi-Store,RiteAid
5635,11/5/2018,Nov-18,Mon,Amex,,,-17.39,Spend,Multi-Store,RiteAid
5636,12/8/2018,Dec-18,Sat,Amex,,,-17.39,Spend,Multi-Store,RiteAid
5637,12/20/2018,Dec-18,Thu,Amex,,,-7.21,Spend,Multi-Store,RiteAid
5638,1/11/2019,Jan-19,Fri,Amex,,,-17.39,Spend,Multi-Store,RiteAid
5639,1/22/2019,Jan-19,Tue,Amex,,,-42.39,Spend,Multi-Store,RiteAid
5640,2/19/2019,Feb-19,Tue,Amex,,,-17.39,Spend,Multi-Store,RiteAid
5641,4/4/2019,Apr-19,Thu,Amex,,,-17.39,Spend,Multi-Store,RiteAid
5642,5/9/2019,May-19,Thu,Amex,,,-17.39,Spend,Multi-Store,RiteAid
5643,7/5/2020,Jul-20,Sun,Amex,,,-12.99,Spend,Multi-Store,RiteAid
5644,8/24/2020,Aug-20,Mon,Credit,,,-5.49,Spend,Multi-Store,RiteAid
5645,1/20/2017,Jan-17,Fri,Amex,,,-37.44,Spend,Multi-Store,Ross
5646,7/12/2017,Jul-17,Wed,Amex,,,-110.12,Spend,Multi-Store,Ross
5647,9/1/2017,Sep-17,Fri,Amex,,,-37.41,Spend,Multi-Store,Ross
5648,2/5/2018,Feb-18,Mon,Checking,,,-10.59,Spend,Multi-Store,Ross
5649,2/17/2018,Feb-18,Sat,Amex,,,-44.44,Spend,Multi-Store,Ross
5650,3/5/2018,Mar-18,Mon,Checking,,,-26.48,Spend,Multi-Store,Ross
5651,5/8/2018,May-18,Tue,Amex,,,-7.99,Spend,Multi-Store,Ross
5652,5/22/2018,May-18,Tue,Amex,,,-34.63,Spend,Multi-Store,Ross
5653,7/10/2018,Jul-18,Tue,Amex,,,-61.93,Spend,Multi-Store,Ross
5654,8/14/2018,Aug-18,Tue,Amex,,,-26.46,Spend,Multi-Store,Ross
5655,9/25/2018,Sep-18,Tue,Amex,,,-21.76,Spend,Multi-Store,Ross
5656,10/16/2018,Oct-18,Tue,Amex,,,21.76,Inc,Multi-Store,Ross
5657,11/29/2018,Nov-18,Thu,Amex,,,-75.66,Spend,Multi-Store,Ross
5658,12/8/2018,Dec-18,Sat,Amex,,,27.99,Inc,Multi-Store,Ross
5659,12/12/2018,Dec-18,Wed,Amex,,,-56.9,Spend,Multi-Store,Ross
